Year,Aruba
1962,40.65231473
1963,41.07103066
1964,41.47818515
1965,41.87599366
1966,42.26877747
1967,42.66053644
1968,43.05454799
1969,43.45174675
1970,43.85300928
1971,44.25842592
1972,44.6645669
1973,45.06776529
1974,45.46575685
1975,45.8542184
1976,46.22904976
1977,46.58948193
1978,46.93633037
1979,47.27141519
1980,47.59881931
1981,47.92442616
1982,48.25027584
1983,48.57393401
1984,48.88997107
1985,49.18322418
1986,49.43485616
1987,49.63176725
1988,49.77107156
1989,49.8646409
1990,49.93684866
1991,50.01768681
1992,50.13036442
1993,50.28053853
1994,50.45924247
1995,50.66226996
1996,50.89472145
1997,51.16403623
1998,51.47749275
1999,51.84219224
2000,52.26409976
2001,52.74934193
2002,53.29664718
2003,53.90032277
2004,54.55207803
2005,55.24228478
2006,55.96161739
2007,56.69696419
2008,57.43356852
2009,58.15822335
2010,58.85894741
2011,59.52887102
2012,60.16656463
2013,60.770334
2014,61.33431282
2015,61.85295324
2016,62.3232893
2017,62.7486826
Country_Name,Croatia
1960,64.60865854
1961,65.0155122
1962,65.4082439
1963,65.78787805
1964,66.15443902
1965,66.51204878
1966,66.86278049
1967,67.20873171
1968,67.54892683
1969,67.88136585
1970,68.2004878
1971,68.50163415
1972,68.77873171
1973,69.0292439
1974,69.25270732
1975,70.00195122
1976,70.45536585
1977,70.74439024
1978,70.53878049
1979,70.42731707
1980,70.17536585
1981,70.34439024
1982,70.48268293
1983,70.27487805
1984,70.21853659
1985,70.88609756
1986,71.41902439
1987,71.4702439
1988,71.48829268
1989,71.84463415
1990,72.1704878
1991,72.18536585
1992,71.24146341
1993,71.52243902
1994,71.80341463
1995,72.08439024
1996,72.36536585
1997,72.49512195
1998,72.31707317
1999,72.64195122
2000,72.80780488
2001,74.51292683
2002,74.71731707
2003,74.61390244
2004,75.5202439
2005,75.24463415
2006,75.83682927
2007,75.70560976
2008,75.91219512
2009,76.16829268
2010,76.47560976
2011,76.77560976
2012,76.92439024
2013,77.12682927
2014,77.47804878
2015,77.27560976
2016,78.02195122
2017,77.82682927
Country_Name,Haiti
1960,41.762
1961,42.182
1962,42.591
1963,43
1964,43.414
1965,43.837
1966,44.267
1967,44.7
1968,45.134
1969,45.573
1970,46.027
1971,46.508
1972,47.019
1973,47.559
1974,48.119
1975,48.683
1976,49.232
1977,49.746
1978,50.215
1979,50.635
1980,51.009
1981,51.347
1982,51.668
1983,51.987
1984,52.309
1985,52.637
1986,52.97
1987,53.302
1988,53.628
1989,53.949
1990,54.265
1991,54.58
1992,54.894
1993,55.209
1994,55.523
1995,55.829
1996,56.121
1997,56.393
1998,56.648
1999,56.891
2000,57.131
2001,57.382
2002,57.655
2003,57.959
2004,58.292
2005,58.652
2006,59.028
2007,59.408
2008,59.782
2009,60.148
2010,60.511
2011,60.879
2012,61.26
2013,61.658
2014,62.069
2015,62.485
2016,62.896
2017,63.29
Country_Name,Hungary
1960,68.00317073
1961,68.93609756
1962,67.86585366
1963,68.87414634
1964,69.38097561
1965,69.07121951
1966,69.82243902
1967,69.40707317
1968,69.2302439
1969,69.31463415
1970,69.16463415
1971,69.05243902
1972,69.66463415
1973,69.51804878
1974,69.24804878
1975,69.29
1976,69.57317073
1977,69.84804878
1978,69.39390244
1979,69.61536585
1980,69.06170732
1981,69.13926829
1982,69.35780488
1983,68.97365854
1984,69.02585366
1985,68.97219512
1986,69.17341463
1987,69.65121951
1988,70.02341463
1989,69.46170732
1990,69.31560976
1991,69.37707317
1992,69.11707317
1993,69.10121951
1994,69.4697561
1995,69.79170732
1996,70.32878049
1997,70.70243902
1998,70.55780488
1999,70.67707317
2000,71.24634146
2001,72.24878049
2002,72.34878049
2003,72.3
2004,72.64878049
2005,72.64878049
2006,73.09756098
2007,73.15121951
2008,73.70243902
2009,73.90487805
2010,74.20731707
2011,74.85853659
2012,75.06341463
2013,75.56585366
2014,75.76341463
2015,75.56829268
2016,76.06341463
2017,76.06341463
Country_Name,IBRD only
1960,48.661984
1961,49.18178853
1962,49.78029533
1963,50.51818291
1964,51.38171433
1965,52.35200363
1966,53.36309448
1967,54.35838241
1968,55.32010858
1969,56.17507228
1970,56.96839662
1971,57.66903215
1972,58.31505919
1973,58.92859784
1974,59.52482104
1975,60.04895632
1976,60.57252694
1977,61.05652285
1978,61.50932409
1979,61.91453699
1980,62.29171141
1981,62.66896517
1982,63.0280214
1983,63.34380153
1984,63.63306051
1985,63.96540922
1986,64.34045118
1987,64.63977796
1988,64.92607995
1989,65.18312595
1990,65.43101282
1991,65.67475691
1992,65.85528018
1993,66.03230999
1994,66.27424469
1995,66.5482981
1996,66.878154
1997,67.2164992
1998,67.52456098
1999,67.77362428
2000,68.05693751
2001,68.34641723
2002,68.62753631
2003,68.90993339
2004,69.21311492
2005,69.4995651
2006,69.83689693
2007,70.16798322
2008,70.48680944
2009,70.83619902
2010,71.16432299
2011,71.51371275
2012,71.8306934
2013,72.14462005
2014,72.43103247
2015,72.69987577
2016,72.95836486
2017,73.19550862
Country_Name,IDA & IBRD total
1960,47.53347212
1961,48.04341707
1962,48.62335921
1963,49.32245234
1964,50.12263101
1965,51.00697325
1966,51.91979366
1967,52.81123467
1968,53.6677782
1969,54.43056949
1970,55.13907028
1971,55.77068903
1972,56.35819564
1973,56.92193676
1974,57.47486669
1975,57.97173171
1976,58.47208713
1977,58.94190882
1978,59.38645273
1979,59.79034091
1980,60.1676956
1981,60.54391912
1982,60.90068154
1983,61.21781306
1984,61.50830041
1985,61.82756859
1986,62.17364102
1987,62.45021831
1988,62.70716416
1989,62.93491717
1990,63.14856425
1991,63.36029091
1992,63.51289575
1993,63.66814869
1994,63.87804507
1995,64.11736917
1996,64.40540827
1997,64.70766287
1998,64.98145324
1999,65.2180905
2000,65.49101468
2001,65.77288729
2002,66.05664827
2003,66.35113041
2004,66.67045307
2005,66.98432678
2006,67.34327269
2007,67.70081434
2008,68.04939681
2009,68.41933019
2010,68.76790563
2011,69.12786279
2012,69.45852259
2013,69.78219775
2014,70.07955248
2015,70.35702857
2016,70.61943318
2017,70.85855778
Country_Name,IDA total
1960,41.89198181
1961,42.42743806
1962,42.95598267
1963,43.47556821
1964,43.9823832
1965,44.46699334
1966,44.91880819
1967,45.33212364
1968,45.70728615
1969,46.0490439
1970,46.36981124
1971,46.68691436
1972,47.01678711
1973,47.37091451
1974,47.75690563
1975,48.17955903
1976,48.63895789
1977,49.12232892
1978,49.61259803
1979,50.09520499
1980,50.55923191
1981,51.03717502
1982,51.46206508
1983,51.8630063
1984,52.2422524
1985,52.58864021
1986,52.89292944
1987,53.15552949
1988,53.37142713
1989,53.56668919
1990,53.73572938
1991,53.89814634
1992,54.0682091
1993,54.24740447
1994,54.44241836
1995,54.65815729
1996,54.89764184
1997,55.15596102
1998,55.43010265
1999,55.73290203
2000,56.06666093
2001,56.43938262
2002,56.85218219
2003,57.30677731
2004,57.79893805
2005,58.321791
2006,58.86735571
2007,59.42576522
2008,59.98192737
2009,60.52361961
2010,61.04170255
2011,61.53402693
2012,62.00127851
2013,62.44660342
2014,62.86837908
2015,63.26317985
2016,63.62848404
2017,63.96471201
Country_Name,IDA blend
1960,43.67571234
1961,44.32992123
1962,44.96398695
1963,45.57496509
1964,46.16206624
1965,46.72642003
1966,47.27115281
1967,47.79890946
1968,48.31372391
1969,48.81511817
1970,49.3026294
1971,49.77509801
1972,50.23137394
1973,50.66966558
1974,51.09153526
1975,51.5003826
1976,51.90076612
1977,52.2947922
1978,52.68340116
1979,53.06500955
1980,53.43391953
1981,53.78376924
1982,54.11070351
1983,54.39160471
1984,54.6367089
1985,54.83580525
1986,54.9869346
1987,55.09890766
1988,55.16605313
1989,55.20661455
1990,55.22430139
1991,55.21016379
1992,55.18295143
1993,55.13675081
1994,55.09526627
1995,55.06548632
1996,55.05879544
1997,55.08261767
1998,55.13023111
1999,55.21887
2000,55.36121693
2001,55.56453767
2002,55.83234419
2003,56.1498024
2004,56.52400337
2005,56.94536024
2006,57.40373786
2007,57.88618877
2008,58.3764074
2009,58.86125654
2010,59.33663346
2011,59.79092489
2012,60.21764544
2013,60.62611548
2014,61.01255737
2015,61.37157717
2016,61.6994536
2017,61.99688464
Country_Name,Indonesia
1960,46.664
1961,47.276
1962,47.877
1963,48.468
1964,49.051
1965,49.629
1966,50.208
1967,50.789
1968,51.374
1969,51.963
1970,52.553
1971,53.14
1972,53.72
1973,54.288
1974,54.843
1975,55.386
1976,55.92
1977,56.448
1978,56.971
1979,57.488
1980,57.995
1981,58.489
1982,58.966
1983,59.423
1984,59.863
1985,60.287
1986,60.7
1987,61.107
1988,61.512
1989,61.915
1990,62.32
1991,62.727
1992,63.131
1993,63.529
1994,63.919
1995,64.291
1996,64.637
1997,64.954
1998,65.244
1999,65.513
2000,65.772
2001,66.037
2002,66.321
2003,66.631
2004,66.969
2005,67.334
2006,67.717
2007,68.105
2008,68.485
2009,68.853
2010,69.205
2011,69.542
2012,69.866
2013,70.179
2014,70.481
2015,70.768
2016,71.035
2017,71.282
Country_Name,IDA only
1960,41.03665958
1961,41.51555638
1962,41.99365353
1963,42.46947732
1964,42.9379325
1965,43.38461669
1966,43.79245247
1967,44.15160017
1968,44.46034293
1969,44.72541527
1970,44.96494285
1971,45.2049485
1972,45.47034954
1973,45.77905533
1974,46.14182268
1975,46.5644668
1976,47.04523902
1977,47.56456586
1978,48.09698539
1979,48.62193249
1980,49.12607896
1981,49.66632485
1982,50.13381297
1983,50.59017627
1984,51.03238512
1985,51.44928398
1986,51.82789199
1987,52.16414754
1988,52.45403745
1989,52.72715792
1990,52.9729285
1991,53.22614583
1992,53.49770108
1993,53.79295036
1994,54.10925116
1995,54.45048408
1996,54.81549606
1997,55.19336507
1998,55.58308379
1999,55.99513652
2000,56.42640566
2001,56.88507337
2002,57.37109389
2003,57.89443913
2004,58.44565144
2005,59.01938615
2006,59.60886079
2007,60.20586036
2008,60.79592111
2009,61.36721306
2010,61.90857468
2011,62.42199943
2012,62.91115151
2013,63.37658823
2014,63.81765907
2015,64.23176212
2016,64.616877
2017,64.97329468
Country_Name,Isle of Man
1994,76.52926829
2002,77.96585366
Country_Name,India
1960,41.422
1961,42.027
1962,42.637
1963,43.252
1964,43.873
1965,44.5
1966,45.136
1967,45.779
1968,46.428
1969,47.081
1970,47.737
1971,48.398
1972,49.061
1973,49.722
1974,50.374
1975,51.012
1976,51.63
1977,52.222
1978,52.786
1979,53.319
1980,53.814
1981,54.268
1982,54.686
1983,55.074
1984,55.441
1985,55.801
1986,56.169
1987,56.553
1988,56.963
1989,57.4
1990,57.865
1991,58.353
1992,58.851
1993,59.349
1994,59.84
1995,60.32
1996,60.783
1997,61.233
1998,61.669
1999,62.093
2000,62.505
2001,62.907
2002,63.304
2003,63.699
2004,64.095
2005,64.5
2006,64.918
2007,65.35
2008,65.794
2009,66.244
2010,66.693
2011,67.13
2012,67.545
2013,67.931
2014,68.286
2015,68.607
2016,68.897
2017,69.165
Country_Name,Ireland
1960,69.7965122
1961,69.97826829
1962,70.13407317
1963,70.27292683
1964,70.40129268
1965,70.52314634
1966,70.63843902
1967,70.74514634
1968,70.84429268
1969,70.93787805
1970,71.03143902
1971,71.12853659
1972,71.2322439
1973,71.34556098
1974,71.47202439
1975,71.61660976
1976,71.78278049
1977,71.969
1978,72.17373171
1979,72.39346341
1980,72.6232439
1981,72.85609756
1982,73.08807317
1983,73.31368293
1984,73.53146341
1985,73.74236585
1986,73.95141463
1987,74.16253659
1988,74.37770732
1989,74.59590244
1990,74.80909756
1991,75.00526829
1992,75.18095122
1993,75.33612195
1994,75.47680488
1995,75.61756098
1996,75.83170732
1997,75.98536585
1998,76.1804878
1999,76.08292683
2000,76.53658537
2001,77.13414634
2002,77.63414634
2003,78.13902439
2004,78.53902439
2005,78.94390244
2006,79.24146341
2007,79.64146341
2008,80.09512195
2009,80.1902439
2010,80.74390244
2011,80.74634146
2012,80.84634146
2013,80.94878049
2014,81.34878049
2015,81.45365854
2016,81.70487805
2017,81.95609756
Country_Name,"Iran, Islamic Rep."
1960,44.947
1961,45.512
1962,46.069
1963,46.621
1964,47.172
1965,47.729
1966,48.298
1967,48.888
1968,49.503
1969,50.148
1970,50.855
1971,51.661
1972,52.559
1973,53.513
1974,54.463
1975,55.264
1976,55.744
1977,55.827
1978,55.514
1979,54.882
1980,54.114
1981,53.453
1982,53.126
1983,53.287
1984,53.983
1985,55.196
1986,56.828
1987,58.665
1988,60.516
1989,62.272
1990,63.837
1991,65.153
1992,66.243
1993,67.137
1994,67.84
1995,68.377
1996,68.791
1997,69.139
1998,69.471
1999,69.813
2000,70.176
2001,70.553
2002,70.921
2003,71.265
2004,71.592
2005,71.917
2006,72.257
2007,72.626
2008,73.027
2009,73.457
2010,73.905
2011,74.352
2012,74.776
2013,75.162
2014,75.502
2015,75.796
2016,76.047
2017,76.271
Country_Name,Iraq
1960,48.022
1961,49.222
1962,50.409
1963,51.58
1964,52.73
1965,53.839
1966,54.885
1967,55.85
1968,56.723
1969,57.5
1970,58.201
1971,58.856
1972,59.484
1973,60.086
1974,60.644
1975,61.078
1976,61.291
1977,61.238
1978,60.933
1979,60.435
1980,59.882
1981,59.448
1982,59.275
1983,59.454
1984,60.002
1985,60.877
1986,61.979
1987,63.147
1988,64.246
1989,65.212
1990,66.011
1991,66.653
1992,67.191
1993,67.668
1994,68.089
1995,68.446
1996,68.731
1997,68.936
1998,69.06
1999,69.108
2000,69.082
2001,68.983
2002,68.827
2003,68.636
2004,68.437
2005,68.266
2006,68.157
2007,68.13
2008,68.19
2009,68.34
2010,68.567
2011,68.848
2012,69.148
2013,69.437
2014,69.7
2015,69.929
2016,70.122
2017,70.294
Country_Name,Iceland
1960,73.42317073
1961,73.50341463
1962,73.72195122
1963,73.04292683
1964,73.54170732
1965,73.86878049
1966,73.3004878
1967,73.78317073
1968,74.00585366
1969,73.77634146
1970,73.93390244
1971,73.5704878
1972,74.45585366
1973,74.45097561
1974,74.51170732
1975,75.57878049
1976,76.97219512
1977,76.37365854
1978,76.64926829
1979,76.77317073
1980,76.84658537
1981,76.52146341
1982,77.03780488
1983,76.84560976
1984,77.57658537
1985,77.60243902
1986,77.99073171
1987,77.33902439
1988,77.08292683
1989,78.14097561
1990,78.03634146
1991,77.99195122
1992,78.7602439
1993,78.93463415
1994,79.24707317
1995,77.98439024
1996,78.77780488
1997,78.88536585
1998,79.60243902
1999,79.35121951
2000,79.65365854
2001,80.6902439
2002,80.50243902
2003,80.96341463
2004,80.99756098
2005,81.50243902
2006,81.15853659
2007,81.45365854
2008,81.6097561
2009,81.75121951
2010,81.89756098
2011,82.35853659
2012,82.91707317
2013,82.06097561
2014,82.86097561
2015,82.46829268
2016,82.20487805
2017,82.20487805
Country_Name,Israel
1961,72.00658537
1962,72.11219512
1966,72.28560976
1967,71.5097561
1968,71.05658537
1969,70.9704878
1970,71.21341463
1971,71.71902439
1972,71.07804878
1973,71.69341463
1974,71.66170732
1975,72.04512195
1976,72.95609756
1977,72.95853659
1978,73.20731707
1979,73.50731707
1980,73.87560976
1981,74.26097561
1982,74.1097561
1983,74.45853659
1984,74.80731707
1985,75.20731707
1986,74.95609756
1987,75.25853659
1988,74.43658537
1989,76.30731707
1990,76.60731707
1991,76.75853659
1992,76.50487805
1993,77.15365854
1994,77.40243902
1995,77.45121951
1996,78.10487805
1997,78
1998,78.14878049
1999,78.65853659
2000,78.95365854
2001,79.40731707
2002,79.45121951
2003,79.64878049
2004,80.14634146
2005,80.15121951
2006,80.55365854
2007,80.50487805
2008,80.95121951
2009,81.40487805
2010,81.60243902
2011,81.65609756
2012,81.70487805
2013,82.05609756
2014,82.15365854
2015,82.05121951
2016,82.40731707
2017,82.60243902
Country_Name,Italy
1960,69.12390244
1961,69.7602439
1962,69.1497561
1963,69.24804878
1964,70.31170732
1965,70.17170732
1966,70.92609756
1967,70.95658537
1968,70.78
1969,70.81195122
1970,71.55878049
1971,71.80682927
1972,72.07536585
1973,72.02634146
1974,72.73439024
1975,72.64731707
1976,72.99195122
1977,73.36463415
1978,73.69317073
1979,74.00268293
1980,73.94317073
1981,74.35390244
1982,74.81463415
1983,74.6402439
1984,75.3895122
1985,75.47073171
1986,75.77073171
1987,76.2195122
1988,76.37073171
1989,76.8195122
1990,76.97073171
1991,77.0195122
1992,77.4195122
1993,77.72195122
1994,77.92195122
1995,78.17073171
1996,78.52195122
1997,78.82439024
1998,78.97560976
1999,79.42439024
2000,79.77804878
2001,80.12682927
2002,80.22926829
2003,79.98292683
2004,80.7804878
2005,80.78292683
2006,81.28292683
2007,81.43414634
2008,81.48536585
2009,81.63658537
2010,82.03658537
2011,82.18780488
2012,82.23902439
2013,82.6902439
2014,83.0902439
2015,82.54390244
2016,83.24390244
2017,83.24390244
Country_Name,Jamaica
1960,64.77
1961,65.133
1962,65.465
1963,65.784
1964,66.1
1965,66.42
1966,66.74
1967,67.051
1968,67.349
1969,67.636
1970,67.917
1971,68.2
1972,68.491
1973,68.791
1974,69.099
1975,69.41
1976,69.718
1977,70.015
1978,70.294
1979,70.553
1980,70.793
1981,71.012
1982,71.217
1983,71.416
1984,71.614
1985,71.823
1986,72.056
1987,72.317
1988,72.601
1989,72.903
1990,73.204
1991,73.485
1992,73.727
1993,73.918
1994,74.053
1995,74.133
1996,74.167
1997,74.172
1998,74.164
1999,74.152
2000,74.142
2001,74.139
2002,74.14
2003,74.142
2004,74.146
2005,74.148
2006,74.143
2007,74.129
2008,74.103
2009,74.071
2010,74.038
2011,74.012
2012,74.001
2013,74.01
2014,74.042
2015,74.098
2016,74.175
2017,74.267
Country_Name,Jordan
1960,52.651
1961,53.438
1962,54.22
1963,54.995
1964,55.765
1965,56.526
1966,57.279
1967,58.022
1968,58.752
1969,59.468
1970,60.171
1971,60.864
1972,61.545
1973,62.215
1974,62.869
1975,63.502
1976,64.108
1977,64.683
1978,65.224
1979,65.731
1980,66.207
1981,66.656
1982,67.086
1983,67.5
1984,67.899
1985,68.283
1986,68.649
1987,68.992
1988,69.311
1989,69.604
1990,69.872
1991,70.113
1992,70.331
1993,70.529
1994,70.712
1995,70.885
1996,71.053
1997,71.219
1998,71.386
1999,71.556
2000,71.73
2001,71.907
2002,72.083
2003,72.256
2004,72.427
2005,72.595
2006,72.763
2007,72.931
2008,73.099
2009,73.266
2010,73.428
2011,73.581
2012,73.722
2013,73.851
2014,73.969
2015,74.078
2016,74.184
2017,74.292
Country_Name,Japan
1960,67.66609756
1961,68.31
1962,68.59487805
1963,69.65804878
1964,70.13243902
1965,70.20195122
1966,70.98658537
1967,71.27658537
1968,71.61121951
1969,71.83878049
1970,71.9502439
1971,72.88292683
1972,73.50658537
1973,73.75756098
1974,74.39390244
1975,75.05731707
1976,75.45682927
1977,75.89829268
1978,76.03829268
1979,76.33756098
1980,76.09170732
1981,76.41439024
1982,76.92292683
1983,76.96146341
1984,77.36536585
1985,77.6504878
1986,78.06463415
1987,78.48365854
1988,78.39926829
1989,78.81804878
1990,78.83682927
1991,79.10073171
1992,79.15390244
1993,79.29365854
1994,79.68707317
1995,79.53634146
1996,80.2002439
1997,80.42414634
1998,80.50146341
1999,80.57073171
2000,81.07609756
2001,81.41707317
2002,81.56341463
2003,81.76
2004,82.0302439
2005,81.92512195
2006,82.32195122
2007,82.50707317
2008,82.58756098
2009,82.93146341
2010,82.84268293
2011,82.59121951
2012,83.09609756
2013,83.33195122
2014,83.58780488
2015,83.79390244
2016,83.98487805
2017,84.0997561
Country_Name,Kazakhstan
1960,58.36758537
1961,58.78158537
1962,59.19956098
1963,59.61953659
1964,60.038
1965,60.45195122
1966,60.85541463
1967,61.24339024
1968,61.61287805
1969,61.95987805
1970,62.27939024
1971,62.56690244
1972,62.82592683
1973,63.06092683
1974,63.27992683
1975,63.49187805
1976,63.70926829
1977,63.94009756
1978,64.19190244
1979,64.46673171
1980,66.62439024
1981,66.70609756
1982,66.78780488
1983,67.66219512
1984,68.53658537
1985,68.53658537
1986,68.91341463
1987,69.2902439
1988,68.84878049
1989,68.2902439
1990,68.33658537
1991,67.98292683
1992,67.73170732
1993,66.72682927
1994,65.67317073
1995,64.9195122
1996,64.1097561
1997,64.46341463
1998,64.56097561
1999,65.5195122
2000,65.51707317
2001,65.76829268
2002,65.96829268
2003,65.86585366
2004,65.88780488
2005,65.9097561
2006,66.16097561
2007,66.50487805
2008,67.02195122
2009,68.42926829
2010,68.29536585
2011,68.98
2012,69.61
2013,70.45
2014,71.62
2015,72
2016,72.3
2017,72.95
Country_Name,Kenya
1960,46.76
1961,47.417
1962,48.058
1963,48.674
1964,49.261
1965,49.821
1966,50.364
1967,50.902
1968,51.446
1969,51.998
1970,52.557
1971,53.118
1972,53.674
1973,54.218
1974,54.749
1975,55.273
1976,55.802
1977,56.337
1978,56.872
1979,57.393
1980,57.881
1981,58.316
1982,58.676
1983,58.94
1984,59.093
1985,59.12
1986,59.01
1987,58.773
1988,58.422
1989,57.967
1990,57.406
1991,56.736
1992,55.973
1993,55.151
1994,54.31
1995,53.486
1996,52.709
1997,52.014
1998,51.448
1999,51.059
2000,50.921
2001,51.101
2002,51.606
2003,52.41
2004,53.475
2005,54.732
2006,56.093
2007,57.463
2008,58.76
2009,59.932
2010,60.959
2011,61.851
2012,62.659
2013,63.419
2014,64.135
2015,64.798
2016,65.393
2017,65.909
Country_Name,Kyrgyz Republic
1960,56.12807317
1961,56.56412195
1962,57.00265854
1963,57.44319512
1964,57.8822439
1965,58.31526829
1966,58.73829268
1967,59.14631707
1968,59.53585366
1969,59.90387805
1970,60.24490244
1971,60.55441463
1972,60.83541463
1973,61.09290244
1974,61.33290244
1975,61.56485366
1976,61.7972439
1977,62.04007317
1978,62.30090244
1979,62.5857561
1980,62.90378049
1981,63.26363415
1982,63.65887805
1983,64.0775122
1984,64.50492683
1985,64.91895122
1986,65.29378049
